instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,check_out,check in
6912,10/20/2011,4,0,10,14,0,4,1,2,0.48,0.4697,0.48,0.5522,38,117,155,117
6913,10/20/2011,4,0,10,15,0,4,1,2,0.48,0.4697,0.51,0.4478,22,138,160,138
6914,10/20/2011,4,0,10,16,0,4,1,2,0.48,0.4697,0.51,0.4478,31,203,234,203
6915,10/20/2011,4,0,10,17,0,4,1,2,0.48,0.4697,0.48,0.3881,56,438,494,438
6916,10/20/2011,4,0,10,18,0,4,1,2,0.46,0.4545,0.51,0.2985,39,430,469,430
6917,10/20/2011,4,0,10,19,0,4,1,1,0.46,0.4545,0.51,0.3582,20,278,298,278
6918,10/20/2011,4,0,10,20,0,4,1,2,0.46,0.4545,0.51,0.3284,34,207,241,207
6919,10/20/2011,4,0,10,21,0,4,1,1,0.44,0.4394,0.51,0.2985,16,149,165,149
6920,10/20/2011,4,0,10,22,0,4,1,1,0.44,0.4394,0.51,0.3284,22,106,128,106
6921,10/20/2011,4,0,10,23,0,4,1,1,0.42,0.4242,0.58,0.2537,7,83,90,83
6922,10/21/2011,4,0,10,0,0,5,1,1,0.4,0.4091,0.62,0.2537,8,42,50,42
6923,10/21/2011,4,0,10,1,0,5,1,1,0.4,0.4091,0.62,0.2239,7,19,26,19
6924,10/21/2011,4,0,10,2,0,5,1,1,0.38,0.3939,0.66,0.1642,6,12,18,12
6925,10/21/2011,4,0,10,3,0,5,1,1,0.36,0.3485,0.71,0.1343,0,7,7,7
6926,10/21/2011,4,0,10,4,0,5,1,1,0.36,0.3485,0.71,0.1642,0,6,6,6
6927,10/21/2011,4,0,10,5,0,5,1,1,0.34,0.3333,0.76,0.194,0,31,31,31
6928,10/21/2011,4,0,10,6,0,5,1,1,0.36,0.3485,0.71,0.1642,7,78,85,78
6929,10/21/2011,4,0,10,7,0,5,1,1,0.36,0.3485,0.71,0.1642,5,228,233,228
6930,10/21/2011,4,0,10,8,0,5,1,1,0.4,0.4091,0.62,0.194,16,386,402,386
6931,10/21/2011,4,0,10,9,0,5,1,2,0.42,0.4242,0.58,0.1343,33,189,222,189
6932,10/21/2011,4,0,10,10,0,5,1,1,0.46,0.4545,0.51,0.1642,32,106,138,106
6933,10/21/2011,4,0,10,11,0,5,1,1,0.5,0.4848,0.45,0.2239,39,135,174,135
6934,10/21/2011,4,0,10,12,0,5,1,1,0.5,0.4848,0.45,0.2985,47,193,240,193
6935,10/21/2011,4,0,10,13,0,5,1,1,0.48,0.4697,0.48,0.3284,43,163,206,163
6936,10/21/2011,4,0,10,14,0,5,1,1,0.52,0.5,0.42,0.2985,67,131,198,131
6937,10/21/2011,4,0,10,15,0,5,1,1,0.5,0.4848,0.45,0.2836,57,178,235,178
6938,10/21/2011,4,0,10,16,0,5,1,1,0.5,0.4848,0.45,0.2537,60,242,302,242
6939,10/21/2011,4,0,10,17,0,5,1,2,0.46,0.4545,0.51,0.2537,79,445,524,445
6940,10/21/2011,4,0,10,18,0,5,1,2,0.44,0.4394,0.54,0.2537,43,354,397,354
6941,10/21/2011,4,0,10,19,0,5,1,2,0.44,0.4394,0.54,0.3881,25,228,253,228
6942,10/21/2011,4,0,10,20,0,5,1,2,0.44,0.4394,0.54,0.2239,29,155,184,155
6943,10/21/2011,4,0,10,21,0,5,1,1,0.42,0.4242,0.58,0.1642,31,112,143,112
6944,10/21/2011,4,0,10,22,0,5,1,1,0.42,0.4242,0.54,0.1642,24,89,113,89
6945,10/21/2011,4,0,10,23,0,5,1,1,0.4,0.4091,0.62,0.2239,18,99,117,99
6946,10/22/2011,4,0,10,0,0,6,0,1,0.4,0.4091,0.62,0.194,16,80,96,80
6947,10/22/2011,4,0,10,1,0,6,0,1,0.4,0.4091,0.62,0.194,20,50,70,50
6948,10/22/2011,4,0,10,2,0,6,0,1,0.4,0.4091,0.62,0.2537,6,25,31,25
6949,10/22/2011,4,0,10,3,0,6,0,1,0.4,0.4091,0.62,0.1343,1,19,20,19
6950,10/22/2011,4,0,10,4,0,6,0,1,0.38,0.3939,0.66,0.0896,4,4,8,4
6951,10/22/2011,4,0,10,5,0,6,0,1,0.38,0.3939,0.66,0,1,7,8,7
6952,10/22/2011,4,0,10,6,0,6,0,1,0.36,0.3788,0.71,0,1,17,18,17
6953,10/22/2011,4,0,10,7,0,6,0,1,0.36,0.3636,0.76,0.1045,8,49,57,49
6954,10/22/2011,4,0,10,8,0,6,0,1,0.4,0.4091,0.71,0,26,88,114,88
6955,10/22/2011,4,0,10,9,0,6,0,1,0.42,0.4242,0.67,0.0896,47,122,169,122
6956,10/22/2011,4,0,10,10,0,6,0,2,0.44,0.4394,0.62,0.1045,87,149,236,149
6957,10/22/2011,4,0,10,11,0,6,0,2,0.44,0.4394,0.62,0.1045,110,172,282,172
6958,10/22/2011,4,0,10,12,0,6,0,1,0.46,0.4545,0.55,0.0896,132,211,343,211
6959,10/22/2011,4,0,10,13,0,6,0,1,0.5,0.4848,0.45,0,136,186,322,186
6960,10/22/2011,4,0,10,14,0,6,0,2,0.48,0.4697,0.48,0.2239,133,177,310,177
6961,10/22/2011,4,0,10,15,0,6,0,1,0.48,0.4697,0.51,0.2239,159,223,382,223
6962,10/22/2011,4,0,10,16,0,6,0,1,0.5,0.4848,0.45,0.194,169,190,359,190
6963,10/22/2011,4,0,10,17,0,6,0,1,0.46,0.4545,0.55,0.1343,143,217,360,217
6964,10/22/2011,4,0,10,18,0,6,0,1,0.44,0.4394,0.54,0.0896,111,224,335,224
6965,10/22/2011,4,0,10,19,0,6,0,1,0.44,0.4394,0.67,0,47,173,220,173
6966,10/22/2011,4,0,10,20,0,6,0,1,0.42,0.4242,0.67,0,48,111,159,111
6967,10/22/2011,4,0,10,21,0,6,0,1,0.4,0.4091,0.76,0,37,120,157,120
6968,10/22/2011,4,0,10,22,0,6,0,1,0.4,0.4091,0.76,0,30,114,144,114
6969,10/22/2011,4,0,10,23,0,6,0,1,0.38,0.3939,0.82,0,27,81,108,81
6970,10/23/2011,4,0,10,0,0,0,0,1,0.36,0.3788,0.87,0,24,64,88,64
6971,10/23/2011,4,0,10,1,0,0,0,1,0.36,0.3788,0.87,0,11,60,71,60
6972,10/23/2011,4,0,10,2,0,0,0,1,0.34,0.3485,0.87,0.0896,10,40,50,40
6973,10/23/2011,4,0,10,3,0,0,0,1,0.34,0.3636,0.87,0,15,31,46,31
6974,10/23/2011,4,0,10,4,0,0,0,1,0.34,0.3636,0.87,0,5,1,6,1
6975,10/23/2011,4,0,10,5,0,0,0,1,0.32,0.3485,0.87,0,1,2,3,2
6976,10/23/2011,4,0,10,6,0,0,0,1,0.32,0.3333,0.87,0.1045,0,12,12,12
6977,10/23/2011,4,0,10,7,0,0,0,1,0.34,0.3485,0.87,0.0896,3,18,21,18
6978,10/23/2011,4,0,10,8,0,0,0,1,0.36,0.3485,0.87,0.1343,32,56,88,56
6979,10/23/2011,4,0,10,9,0,0,0,1,0.4,0.4091,0.76,0,48,95,143,95
6980,10/23/2011,4,0,10,10,0,0,0,1,0.42,0.4242,0.71,0.0896,104,185,289,185
6981,10/23/2011,4,0,10,11,0,0,0,1,0.46,0.4545,0.72,0.1642,131,202,333,202
6982,10/23/2011,4,0,10,12,0,0,0,1,0.5,0.4848,0.59,0.2537,164,249,413,249
6983,10/23/2011,4,0,10,13,0,0,0,1,0.52,0.5,0.55,0.194,160,255,415,255
6984,10/23/2011,4,0,10,14,0,0,0,1,0.52,0.5,0.55,0.2239,192,216,408,216
6985,10/23/2011,4,0,10,15,0,0,0,1,0.52,0.5,0.52,0.1642,171,216,387,216
6986,10/23/2011,4,0,10,16,0,0,0,1,0.52,0.5,0.55,0.194,188,217,405,217
6987,10/23/2011,4,0,10,17,0,0,0,1,0.5,0.4848,0.63,0.1343,120,220,340,220
6988,10/23/2011,4,0,10,18,0,0,0,1,0.5,0.4848,0.63,0.1045,88,196,284,196
6989,10/23/2011,4,0,10,19,0,0,0,1,0.46,0.4545,0.77,0,53,140,193,140
6990,10/23/2011,4,0,10,20,0,0,0,1,0.44,0.4394,0.72,0.0896,32,112,144,112
6991,10/23/2011,4,0,10,21,0,0,0,1,0.44,0.4394,0.72,0.0896,24,75,99,75
6992,10/23/2011,4,0,10,22,0,0,0,1,0.42,0.4242,0.77,0.1045,25,69,94,69
6993,10/23/2011,4,0,10,23,0,0,0,1,0.42,0.4242,0.77,0.1642,18,31,49,31
6994,10/24/2011,4,0,10,0,0,1,1,1,0.42,0.4242,0.77,0,6,26,32,26
6995,10/24/2011,4,0,10,1,0,1,1,1,0.4,0.4091,0.82,0.1343,7,8,15,8
6996,10/24/2011,4,0,10,2,0,1,1,1,0.4,0.4091,0.87,0.1045,1,6,7,6
6997,10/24/2011,4,0,10,3,0,1,1,1,0.4,0.4091,0.82,0.0896,1,3,4,3
6998,10/24/2011,4,0,10,4,0,1,1,1,0.4,0.4091,0.82,0,1,5,6,5
6999,10/24/2011,4,0,10,5,0,1,1,1,0.38,0.3939,0.87,0,2,19,21,19
7000,10/24/2011,4,0,10,6,0,1,1,1,0.4,0.4091,0.87,0.1045,3,83,86,83
7001,10/24/2011,4,0,10,7,0,1,1,2,0.38,0.3939,0.94,0.1045,11,274,285,274
7002,10/24/2011,4,0,10,8,0,1,1,2,0.42,0.4242,0.88,0.1642,20,378,398,378
7003,10/24/2011,4,0,10,9,0,1,1,2,0.44,0.4394,0.82,0.1642,29,166,195,166
7004,10/24/2011,4,0,10,10,0,1,1,2,0.46,0.4545,0.82,0.2537,47,82,129,82
7005,10/24/2011,4,0,10,11,0,1,1,2,0.5,0.4848,0.72,0.1642,59,109,168,109
7006,10/24/2011,4,0,10,12,0,1,1,2,0.52,0.5,0.68,0.1045,64,156,220,156
7007,10/24/2011,4,0,10,13,0,1,1,2,0.54,0.5152,0.64,0.2239,60,138,198,138
7008,10/24/2011,4,0,10,14,0,1,1,2,0.54,0.5152,0.64,0.194,63,143,206,143
7009,10/24/2011,4,0,10,15,0,1,1,1,0.56,0.5303,0.6,0.1642,52,125,177,125
7010,10/24/2011,4,0,10,16,0,1,1,1,0.54,0.5152,0.64,0.194,68,242,310,242
7011,10/24/2011,4,0,10,17,0,1,1,1,0.52,0.5,0.68,0.1343,87,527,614,527
7012,10/24/2011,4,0,10,18,0,1,1,1,0.54,0.5152,0.6,0.0896,58,428,486,428
7013,10/24/2011,4,0,10,19,0,1,1,3,0.48,0.4697,0.82,0,25,212,237,212
7014,10/24/2011,4,0,10,20,0,1,1,1,0.48,0.4697,0.82,0.1045,11,118,129,118
7015,10/24/2011,4,0,10,21,0,1,1,1,0.46,0.4545,0.87,0.1045,12,114,126,114
7016,10/24/2011,4,0,10,22,0,1,1,1,0.48,0.4697,0.75,0.1642,3,76,79,76
7017,10/24/2011,4,0,10,23,0,1,1,1,0.46,0.4545,0.77,0.0896,9,50,59,50
7018,10/25/2011,4,0,10,0,0,2,1,1,0.44,0.4394,0.77,0.1343,4,26,30,26
7019,10/25/2011,4,0,10,1,0,2,1,1,0.44,0.4394,0.77,0.1343,5,6,11,6
7020,10/25/2011,4,0,10,2,0,2,1,1,0.42,0.4242,0.82,0.1343,2,3,5,3
7021,10/25/2011,4,0,10,3,0,2,1,1,0.4,0.4091,0.87,0,1,3,4,3
7022,10/25/2011,4,0,10,4,0,2,1,1,0.38,0.3939,0.87,0.1343,0,5,5,5
7023,10/25/2011,4,0,10,5,0,2,1,1,0.38,0.3939,0.87,0.1343,0,24,24,24
7024,10/25/2011,4,0,10,6,0,2,1,1,0.38,0.3939,0.82,0.1045,3,95,98,95
7025,10/25/2011,4,0,10,7,0,2,1,1,0.4,0.4091,0.76,0.194,15,299,314,299
7026,10/25/2011,4,0,10,8,0,2,1,1,0.44,0.4394,0.72,0,25,383,408,383
7027,10/25/2011,4,0,10,9,0,2,1,1,0.48,0.4697,0.55,0.2239,29,194,223,194
7028,10/25/2011,4,0,10,10,0,2,1,1,0.5,0.4848,0.51,0.2537,26,102,128,102
7029,10/25/2011,4,0,10,11,0,2,1,1,0.52,0.5,0.48,0.2836,46,120,166,120
7030,10/25/2011,4,0,10,12,0,2,1,1,0.54,0.5152,0.39,0.3582,35,165,200,165
7031,10/25/2011,4,0,10,13,0,2,1,1,0.56,0.5303,0.37,0.3881,37,161,198,161
7032,10/25/2011,4,0,10,14,0,2,1,1,0.56,0.5303,0.4,0.2537,66,134,200,134
7033,10/25/2011,4,0,10,15,0,2,1,1,0.56,0.5303,0.37,0.1045,63,171,234,171
7034,10/25/2011,4,0,10,16,0,2,1,1,0.56,0.5303,0.37,0.194,52,233,285,233
7035,10/25/2011,4,0,10,17,0,2,1,1,0.56,0.5303,0.37,0.1045,68,517,585,517
7036,10/25/2011,4,0,10,18,0,2,1,1,0.52,0.5,0.42,0.1045,65,453,518,453
7037,10/25/2011,4,0,10,19,0,2,1,1,0.48,0.4697,0.67,0.194,44,294,338,294
7038,10/25/2011,4,0,10,20,0,2,1,1,0.46,0.4545,0.67,0.1045,40,208,248,208
7039,10/25/2011,4,0,10,21,0,2,1,1,0.44,0.4394,0.72,0.1343,32,169,201,169
7040,10/25/2011,4,0,10,22,0,2,1,1,0.46,0.4545,0.67,0.194,22,148,170,148
7041,10/25/2011,4,0,10,23,0,2,1,1,0.44,0.4394,0.72,0.1343,15,79,94,79
7042,10/26/2011,4,0,10,0,0,3,1,1,0.44,0.4394,0.72,0.194,4,28,32,28
7043,10/26/2011,4,0,10,1,0,3,1,1,0.44,0.4394,0.67,0.2537,3,9,12,9
7044,10/26/2011,4,0,10,2,0,3,1,1,0.44,0.4394,0.67,0.1642,2,1,3,1
7045,10/26/2011,4,0,10,3,0,3,1,1,0.44,0.4394,0.67,0.2239,0,3,3,3
7046,10/26/2011,4,0,10,4,0,3,1,1,0.42,0.4242,0.71,0.2537,0,5,5,5
7047,10/26/2011,4,0,10,5,0,3,1,1,0.42,0.4242,0.71,0.2239,0,21,21,21
7048,10/26/2011,4,0,10,6,0,3,1,1,0.42,0.4242,0.71,0.2239,0,92,92,92
7049,10/26/2011,4,0,10,7,0,3,1,1,0.42,0.4242,0.71,0.1642,15,284,299,284
7050,10/26/2011,4,0,10,8,0,3,1,2,0.44,0.4394,0.67,0.194,26,438,464,438
7051,10/26/2011,4,0,10,9,0,3,1,2,0.48,0.4697,0.63,0.2239,14,226,240,226
7052,10/26/2011,4,0,10,10,0,3,1,2,0.52,0.5,0.62,0.2537,26,105,131,105
7053,10/26/2011,4,0,10,11,0,3,1,1,0.52,0.5,0.59,0.3284,23,132,155,132
7054,10/26/2011,4,0,10,12,0,3,1,3,0.58,0.5455,0.53,0.2239,39,155,194,155
7055,10/26/2011,4,0,10,13,0,3,1,3,0.56,0.5303,0.6,0.1045,20,62,82,62
7056,10/26/2011,4,0,10,14,0,3,1,2,0.52,0.5,0.77,0,14,52,66,52
7057,10/26/2011,4,0,10,15,0,3,1,2,0.52,0.5,0.77,0,11,59,70,59
7058,10/26/2011,4,0,10,16,0,3,1,2,0.52,0.5,0.77,0.0896,17,196,213,196
7059,10/26/2011,4,0,10,17,0,3,1,2,0.52,0.5,0.77,0.1045,40,414,454,414
7060,10/26/2011,4,0,10,18,0,3,1,1,0.52,0.5,0.77,0.1642,55,398,453,398
7061,10/26/2011,4,0,10,19,0,3,1,1,0.5,0.4848,0.82,0,25,306,331,306
7062,10/26/2011,4,0,10,20,0,3,1,1,0.5,0.4848,0.88,0,27,180,207,180
7063,10/26/2011,4,0,10,21,0,3,1,2,0.52,0.5,0.77,0,17,140,157,140
7064,10/26/2011,4,0,10,22,0,3,1,2,0.48,0.4697,0.88,0.0896,23,112,135,112
7065,10/26/2011,4,0,10,23,0,3,1,2,0.48,0.4697,0.88,0.0896,3,72,75,72
7066,10/27/2011,4,0,10,0,0,4,1,1,0.46,0.4545,0.94,0,3,23,26,23
7067,10/27/2011,4,0,10,1,0,4,1,1,0.46,0.4545,0.94,0,2,9,11,9
7068,10/27/2011,4,0,10,2,0,4,1,3,0.46,0.4545,0.94,0,3,5,8,5
7069,10/27/2011,4,0,10,3,0,4,1,3,0.46,0.4545,0.94,0,1,3,4,3
7070,10/27/2011,4,0,10,4,0,4,1,3,0.48,0.4697,0.88,0,1,3,4,3
7071,10/27/2011,4,0,10,5,0,4,1,3,0.48,0.4697,0.88,0.0896,1,14,15,14
7072,10/27/2011,4,0,10,6,0,4,1,3,0.5,0.4848,0.82,0,4,42,46,42
7073,10/27/2011,4,0,10,7,0,4,1,2,0.46,0.4545,0.94,0.0896,9,128,137,128
7074,10/27/2011,4,0,10,8,0,4,1,3,0.48,0.4697,0.88,0.194,12,304,316,304
7075,10/27/2011,4,0,10,9,0,4,1,2,0.5,0.4848,0.82,0.1642,16,155,171,155
7076,10/27/2011,4,0,10,10,0,4,1,3,0.5,0.4848,0.88,0.194,10,52,62,52
7077,10/27/2011,4,0,10,11,0,4,1,3,0.5,0.4848,0.88,0.1343,8,44,52,44
7078,10/27/2011,4,0,10,12,0,4,1,3,0.5,0.4848,0.88,0.1343,8,45,53,45
7079,10/27/2011,4,0,10,13,0,4,1,2,0.5,0.4848,0.88,0.1642,10,64,74,64
7080,10/27/2011,4,0,10,14,0,4,1,2,0.52,0.5,0.83,0,16,76,92,76
7081,10/27/2011,4,0,10,15,0,4,1,2,0.52,0.5,0.83,0.1045,12,95,107,95
7082,10/27/2011,4,0,10,16,0,4,1,2,0.56,0.5303,0.73,0.1642,14,193,207,193
7083,10/27/2011,4,0,10,17,0,4,1,2,0.5,0.4848,0.72,0.4627,31,291,322,291
7084,10/27/2011,4,0,10,18,0,4,1,2,0.48,0.4697,0.67,0.4627,14,226,240,226
7085,10/27/2011,4,0,10,19,0,4,1,2,0.44,0.4394,0.67,0.4627,19,200,219,200
7086,10/27/2011,4,0,10,20,0,4,1,1,0.42,0.4242,0.67,0.4925,11,171,182,171
7087,10/27/2011,4,0,10,21,0,4,1,1,0.4,0.4091,0.62,0.5224,13,119,132,119
7088,10/27/2011,4,0,10,22,0,4,1,1,0.36,0.3182,0.66,0.4925,14,97,111,97
7089,10/27/2011,4,0,10,23,0,4,1,1,0.34,0.303,0.61,0.4179,8,60,68,60
7090,10/28/2011,4,0,10,0,0,5,1,1,0.34,0.3182,0.66,0.2537,4,40,44,40
7091,10/28/2011,4,0,10,1,0,5,1,1,0.32,0.303,0.66,0.2537,7,9,16,9
7092,10/28/2011,4,0,10,2,0,5,1,1,0.32,0.303,0.66,0.2836,1,3,4,3
7093,10/28/2011,4,0,10,3,0,5,1,1,0.3,0.2879,0.7,0.2836,4,4,8,4
7094,10/28/2011,4,0,10,4,0,5,1,1,0.3,0.2879,0.65,0.2836,5,5,10,5
7095,10/28/2011,4,0,10,5,0,5,1,2,0.3,0.2879,0.61,0.2537,0,25,25,25
7096,10/28/2011,4,0,10,6,0,5,1,1,0.28,0.2727,0.65,0.2537,1,74,75,74
7097,10/28/2011,4,0,10,7,0,5,1,1,0.28,0.2727,0.65,0.2537,6,199,205,199
7098,10/28/2011,4,0,10,8,0,5,1,1,0.3,0.2879,0.61,0.2836,13,361,374,361
7099,10/28/2011,4,0,10,9,0,5,1,1,0.32,0.303,0.57,0.2239,19,210,229,210
7100,10/28/2011,4,0,10,10,0,5,1,1,0.34,0.3182,0.57,0.2239,28,102,130,102
7101,10/28/2011,4,0,10,11,0,5,1,1,0.36,0.3485,0.5,0.2239,40,128,168,128
7102,10/28/2011,4,0,10,12,0,5,1,2,0.38,0.3939,0.4,0.1642,46,167,213,167
7103,10/28/2011,4,0,10,13,0,5,1,2,0.38,0.3939,0.42,0.2239,43,185,228,185
7104,10/28/2011,4,0,10,14,0,5,1,2,0.36,0.3485,0.46,0.194,33,152,185,152
7105,10/28/2011,4,0,10,15,0,5,1,2,0.36,0.3333,0.43,0.2537,44,171,215,171
7106,10/28/2011,4,0,10,16,0,5,1,2,0.36,0.3485,0.46,0.1642,46,262,308,262
7107,10/28/2011,4,0,10,17,0,5,1,2,0.36,0.3485,0.5,0.1343,35,411,446,411
7108,10/28/2011,4,0,10,18,0,5,1,2,0.36,0.3485,0.53,0.1642,36,332,368,332
7109,10/28/2011,4,0,10,19,0,5,1,2,0.36,0.3485,0.5,0.1343,16,188,204,188
7110,10/28/2011,4,0,10,20,0,5,1,3,0.34,0.3182,0.61,0.2239,12,131,143,131
7111,10/28/2011,4,0,10,21,0,5,1,3,0.32,0.3182,0.7,0.1642,5,69,74,69
7112,10/28/2011,4,0,10,22,0,5,1,3,0.3,0.2879,0.75,0.2836,4,32,36,32
7113,10/28/2011,4,0,10,23,0,5,1,3,0.3,0.2727,0.81,0.3284,8,31,39,31
7114,10/29/2011,4,0,10,0,0,6,0,3,0.28,0.2576,0.87,0.2985,0,19,19,19
7115,10/29/2011,4,0,10,1,0,6,0,3,0.3,0.2727,0.87,0.2985,0,18,18,18
7116,10/29/2011,4,0,10,2,0,6,0,3,0.3,0.2727,0.87,0.2985,1,16,17,16
7117,10/29/2011,4,0,10,3,0,6,0,3,0.3,0.2727,0.81,0.4179,0,8,8,8
7118,10/29/2011,4,0,10,4,0,6,0,3,0.3,0.2727,0.81,0.4179,0,1,1,1
7119,10/29/2011,4,0,10,5,0,6,0,3,0.26,0.2273,0.93,0.3582,0,1,1,1
7120,10/29/2011,4,0,10,6,0,6,0,3,0.26,0.2273,0.87,0.3582,4,1,5,1
7121,10/29/2011,4,0,10,7,0,6,0,3,0.26,0.2273,0.87,0.3582,1,6,7,6
7122,10/29/2011,4,0,10,8,0,6,0,3,0.28,0.2576,0.87,0.3582,4,16,20,16
7123,10/29/2011,4,0,10,9,0,6,0,3,0.28,0.2576,0.87,0.3582,1,19,20,19
7124,10/29/2011,4,0,10,10,0,6,0,3,0.26,0.2273,0.93,0.3284,0,12,12,12
7125,10/29/2011,4,0,10,11,0,6,0,3,0.26,0.2273,0.93,0.3881,1,26,27,26
7126,10/29/2011,4,0,10,12,0,6,0,3,0.24,0.197,0.87,0.4925,6,44,50,44
7127,10/29/2011,4,0,10,13,0,6,0,3,0.24,0.197,0.87,0.5224,0,30,30,30
7128,10/29/2011,4,0,10,14,0,6,0,3,0.24,0.197,0.87,0.4478,0,29,29,29
7129,10/29/2011,4,0,10,15,0,6,0,3,0.22,0.2121,0.93,0.2537,3,38,41,38
7130,10/29/2011,4,0,10,16,0,6,0,3,0.22,0.197,0.93,0.3284,3,19,22,19
7131,10/29/2011,4,0,10,17,0,6,0,3,0.22,0.197,0.93,0.3284,3,28,31,28
7132,10/29/2011,4,0,10,18,0,6,0,3,0.22,0.197,0.93,0.3284,6,37,43,37
7133,10/29/2011,4,0,10,19,0,6,0,1,0.24,0.2121,0.87,0.3582,3,36,39,36
7134,10/29/2011,4,0,10,20,0,6,0,1,0.24,0.2121,0.87,0.3582,7,40,47,40
7135,10/29/2011,4,0,10,21,0,6,0,1,0.24,0.2121,0.87,0.3582,1,49,50,49
7136,10/29/2011,4,0,10,22,0,6,0,1,0.22,0.2121,0.87,0.2239,10,44,54,44
7137,10/29/2011,4,0,10,23,0,6,0,1,0.22,0.2273,0.87,0.194,3,33,36,33
7138,10/30/2011,4,0,10,0,0,0,0,1,0.22,0.2121,0.87,0.2239,7,47,54,47
7139,10/30/2011,4,0,10,1,0,0,0,1,0.22,0.2121,0.87,0.2537,9,34,43,34
7140,10/30/2011,4,0,10,2,0,0,0,1,0.22,0.2121,0.87,0.2836,7,43,50,43
7141,10/30/2011,4,0,10,3,0,0,0,1,0.24,0.2121,0.75,0.3582,7,26,33,26
7142,10/30/2011,4,0,10,4,0,0,0,1,0.22,0.197,0.8,0.3284,1,10,11,10
7143,10/30/2011,4,0,10,5,0,0,0,1,0.24,0.2121,0.75,0.2985,0,4,4,4
7144,10/30/2011,4,0,10,6,0,0,0,1,0.24,0.2273,0.75,0.2537,2,8,10,8
7145,10/30/2011,4,0,10,7,0,0,0,1,0.24,0.2879,0.75,0,7,15,22,15
7146,10/30/2011,4,0,10,8,0,0,0,1,0.26,0.2576,0.7,0.2239,20,60,80,60
7147,10/30/2011,4,0,10,9,0,0,0,1,0.3,0.2879,0.65,0.2537,55,92,147,92
7148,10/30/2011,4,0,10,10,0,0,0,1,0.32,0.3333,0.61,0.0896,53,125,178,125
7149,10/30/2011,4,0,10,11,0,0,0,1,0.36,0.3485,0.53,0.2239,58,182,240,182
7150,10/30/2011,4,0,10,12,0,0,0,1,0.38,0.3939,0.5,0.194,85,229,314,229
7151,10/30/2011,4,0,10,13,0,0,0,1,0.4,0.4091,0.43,0.2239,113,232,345,232
7152,10/30/2011,4,0,10,14,0,0,0,1,0.42,0.4242,0.38,0.194,91,209,300,209
7153,10/30/2011,4,0,10,15,0,0,0,1,0.42,0.4242,0.35,0.1642,88,202,290,202
7154,10/30/2011,4,0,10,16,0,0,0,1,0.42,0.4242,0.32,0.1343,107,213,320,213
7155,10/30/2011,4,0,10,17,0,0,0,1,0.4,0.4091,0.35,0.1045,54,191,245,191
7156,10/30/2011,4,0,10,18,0,0,0,1,0.36,0.3485,0.4,0.1343,51,162,213,162
7157,10/30/2011,4,0,10,19,0,0,0,1,0.56,0.5303,0.49,0.2985,28,125,153,125
7158,10/30/2011,4,0,10,20,0,0,0,1,0.34,0.3636,0.57,0,18,74,92,74
7159,10/30/2011,4,0,10,21,0,0,0,1,0.32,0.3485,0.66,0,4,75,79,75
7160,10/30/2011,4,0,10,22,0,0,0,1,0.3,0.3333,0.75,0,13,58,71,58
7161,10/30/2011,4,0,10,23,0,0,0,1,0.26,0.303,0.87,0,7,30,37,30
7162,10/31/2011,4,0,10,0,0,1,1,1,0.26,0.303,0.87,0,3,20,23,20
7163,10/31/2011,4,0,10,1,0,1,1,1,0.26,0.303,0.81,0,5,8,13,8
7164,10/31/2011,4,0,10,2,0,1,1,1,0.24,0.2879,0.87,0,0,3,3,3
7165,10/31/2011,4,0,10,3,0,1,1,1,0.24,0.2576,0.87,0.1045,0,3,3,3
7166,10/31/2011,4,0,10,4,0,1,1,1,0.24,0.2879,0.87,0,1,5,6,5
7167,10/31/2011,4,0,10,5,0,1,1,1,0.22,0.2727,0.93,0,0,18,18,18
7168,10/31/2011,4,0,10,6,0,1,1,1,0.24,0.2879,0.87,0,4,82,86,82
7169,10/31/2011,4,0,10,7,0,1,1,1,0.24,0.2879,0.93,0,11,216,227,216
7170,10/31/2011,4,0,10,8,0,1,1,2,0.28,0.3182,0.87,0,17,355,372,355
7171,10/31/2011,4,0,10,9,0,1,1,2,0.32,0.3182,0.76,0.1642,14,197,211,197
7172,10/31/2011,4,0,10,10,0,1,1,2,0.36,0.3485,0.57,0.1642,18,87,105,87
7173,10/31/2011,4,0,10,11,0,1,1,1,0.4,0.4091,0.5,0.1343,31,97,128,97
7174,10/31/2011,4,0,10,12,0,1,1,1,0.42,0.4242,0.44,0.2239,30,140,170,140
7175,10/31/2011,4,0,10,13,0,1,1,2,0.44,0.4394,0.44,0.2239,24,128,152,128
7176,10/31/2011,4,0,10,14,0,1,1,2,0.44,0.4394,0.47,0.2239,22,119,141,119
7177,10/31/2011,4,0,10,15,0,1,1,1,0.44,0.4394,0.47,0.1642,27,141,168,141
7178,10/31/2011,4,0,10,16,0,1,1,1,0.42,0.4242,0.54,0.1642,30,242,272,242
7179,10/31/2011,4,0,10,17,0,1,1,1,0.42,0.4242,0.54,0.1343,44,442,486,442
7180,10/31/2011,4,0,10,18,0,1,1,1,0.4,0.4091,0.66,0.0896,30,392,422,392
7181,10/31/2011,4,0,10,19,0,1,1,1,0.4,0.4091,0.66,0.0896,12,226,238,226
7182,10/31/2011,4,0,10,20,0,1,1,1,0.4,0.4091,0.66,0.0896,18,154,172,154
